-90.000000,-71.340569
-89.900000,-71.340562
-89.800000,-71.340542
-89.700000,-71.340510
-89.600000,-71.340464
-89.500000,-71.340405
-89.400000,-71.340334
-89.300000,-71.340249
-89.200000,-71.340151
-89.100000,-71.340040
-89.000000,-71.339916
-88.900000,-71.339779
-88.800000,-71.339629
-88.700000,-71.339466
-88.600000,-71.339290
-88.500000,-71.339101
-88.400000,-71.338899
-88.300000,-71.338683
-88.200000,-71.338455
-88.100000,-71.338213
-88.000000,-71.337959
-87.900000,-71.337691
-87.800000,-71.337411
-87.700000,-71.337117
-87.600000,-71.336810
-87.500000,-71.336490
-87.400000,-71.336157
-87.300000,-71.335811
-87.200000,-71.335452
-87.100000,-71.335080
-87.000000,-71.334694
-86.900000,-71.334296
-86.800000,-71.333884
-86.700000,-71.333460
-86.600000,-71.333022
-86.500000,-71.332571
-86.400000,-71.332107
-86.300000,-71.331630
-86.200000,-71.331139
-86.100000,-71.330636
-86.000000,-71.330119
-85.900000,-71.329590
-85.800000,-71.329047
-85.700000,-71.328491
-85.600000,-71.327922
-85.500000,-71.327339
-85.400000,-71.326744
-85.300000,-71.326135
-85.200000,-71.325513
-85.100000,-71.324878
-85.000000,-71.324230
-84.900000,-71.323568
-84.800000,-71.322894
-84.700000,-71.322206
-84.600000,-71.321504
-84.500000,-71.320790
-84.400000,-71.320062
-84.300000,-71.319322
-84.200000,-71.318567
-84.100000,-71.317800
-84.000000,-71.317019
-83.900000,-71.316225
-83.800000,-71.315418
-83.700000,-71.314598
-83.600000,-71.313764
-83.500000,-71.312917
-83.400000,-71.312056
-83.300000,-71.311183
-83.200000,-71.310295
-83.100000,-71.309395
-83.000000,-71.308481
-82.900000,-71.307554
-82.800000,-71.306614
-82.700000,-71.305660
-82.600000,-71.304692
-82.500000,-71.303712
-82.400000,-71.302718
-82.300000,-71.301710
-82.200000,-71.300689
-82.100000,-71.299655
-82.000000,-71.298607
-81.900000,-71.297546
-81.800000,-71.296471
-81.700000,-71.295383
-81.600000,-71.294281
-81.500000,-71.293166
-81.400000,-71.292037
-81.300000,-71.290895
-81.200000,-71.289739
-81.100000,-71.288570
-81.000000,-71.287387
-80.900000,-71.286191
-80.800000,-71.284981
-80.700000,-71.283757
-80.600000,-71.282520
-80.500000,-71.281269
-80.400000,-71.280005
-80.300000,-71.278727
-80.200000,-71.277435
-80.100000,-71.276129
-80.000000,-71.274810
-79.900000,-71.273478
-79.800000,-71.272131
-79.700000,-71.270771
-79.600000,-71.269397
-79.500000,-71.268009
-79.400000,-71.266608
-79.300000,-71.265193
-79.200000,-71.263764
-79.100000,-71.262321
-79.000000,-71.260865
-78.900000,-71.259394
-78.800000,-71.257910
-78.700000,-71.256412
-78.600000,-71.254900
-78.500000,-71.253374
-78.400000,-71.251835
-78.300000,-71.250281
-78.200000,-71.248713
-78.100000,-71.247132
-78.000000,-71.245536
-77.900000,-71.243927
-77.800000,-71.242304
-77.700000,-71.240666
-77.600000,-71.239015
-77.500000,-71.237349
-77.400000,-71.235670
-77.300000,-71.233976
-77.200000,-71.232268
-77.100000,-71.230547
-77.000000,-71.228811
-76.900000,-71.227061
-76.800000,-71.225296
-76.700000,-71.223518
-76.600000,-71.221726
-76.500000,-71.219919
-76.400000,-71.218098
-76.300000,-71.216263
-76.200000,-71.214413
-76.100000,-71.212549
-76.000000,-71.210671
-75.900000,-71.208779
-75.800000,-71.206872
-75.700000,-71.204951
-75.600000,-71.203016
-75.500000,-71.201066
-75.400000,-71.199102
-75.300000,-71.197124
-75.200000,-71.195131
-75.100000,-71.193123
-75.000000,-71.191101
-74.900000,-71.189065
-74.800000,-71.187014
-74.700000,-71.184948
-74.600000,-71.182868
-74.500000,-71.180774
-74.400000,-71.178664
-74.300000,-71.176541
-74.200000,-71.174402
-74.100000,-71.172249
-74.000000,-71.170081
-73.900000,-71.167899
-73.800000,-71.165701
-73.700000,-71.163490
-73.600000,-71.161263
-73.500000,-71.159021
-73.400000,-71.156765
-73.300000,-71.154494
-73.200000,-71.152208
-73.100000,-71.149907
-73.000000,-71.147591
-72.900000,-71.145261
-72.800000,-71.142915
-72.700000,-71.140555
-72.600000,-71.138179
-72.500000,-71.135789
-72.400000,-71.133383
-72.300000,-71.130963
-72.200000,-71.128527
-72.100000,-71.126076
-72.000000,-71.123610
-71.900000,-71.121129
-71.800000,-71.118633
-71.700000,-71.116122
-71.600000,-71.113595
-71.500000,-71.111054
-71.400000,-71.108496
-71.300000,-71.105924
-71.200000,-71.103337
-71.100000,-71.100734
-71.000000,-71.098115
-70.900000,-71.095482
-70.800000,-71.092833
-70.700000,-71.090168
-70.600000,-71.087488
-70.500000,-71.084793
-70.400000,-71.082082
-70.300000,-71.079355
-70.200000,-71.076613
-70.100000,-71.073856
-70.000000,-71.071082
-69.900000,-71.068294
-69.800000,-71.065489
-69.700000,-71.062669
-69.600000,-71.059833
-69.500000,-71.056981
-69.400000,-71.054114
-69.300000,-71.051231
-69.200000,-71.048332
-69.100000,-71.045417
-69.000000,-71.042486
-68.900000,-71.039540
-68.800000,-71.036577
-68.700000,-71.033598
-68.600000,-71.030604
-68.500000,-71.027594
-68.400000,-71.024567
-68.300000,-71.021524
-68.200000,-71.018466
-68.100000,-71.015391
-68.000000,-71.012300
-67.900000,-71.009193
-67.800000,-71.006069
-67.700000,-71.002930
-67.600000,-70.999774
-67.500000,-70.996602
-67.400000,-70.993413
-67.300000,-70.990209
-67.200000,-70.986987
-67.100000,-70.983750
-67.000000,-70.980496
-66.900000,-70.977225
-66.800000,-70.973938
-66.700000,-70.970634
-66.600000,-70.967314
-66.500000,-70.963978
-66.400000,-70.960624
-66.300000,-70.957254
-66.200000,-70.953867
-66.100000,-70.950464
-66.000000,-70.947044
-65.900000,-70.943607
-65.800000,-70.940153
-65.700000,-70.936682
-65.600000,-70.933195
-65.500000,-70.929690
-65.400000,-70.926169
-65.300000,-70.922631
-65.200000,-70.919075
-65.100000,-70.915503
-65.000000,-70.911914
-64.900000,-70.908307
-64.800000,-70.904683
-64.700000,-70.901043
-64.600000,-70.897385
-64.500000,-70.893709
-64.400000,-70.890017
-64.300000,-70.886307
-64.200000,-70.882580
-64.100000,-70.878835
-64.000000,-70.875073
-63.900000,-70.871294
-63.800000,-70.867497
-63.700000,-70.863682
-63.600000,-70.859850
-63.500000,-70.856001
-63.400000,-70.852134
-63.300000,-70.848249
-63.200000,-70.844347
-63.100000,-70.840426
-63.000000,-70.836488
-62.900000,-70.832533
-62.800000,-70.828559
-62.700000,-70.824568
-62.600000,-70.820558
-62.500000,-70.816531
-62.400000,-70.812486
-62.300000,-70.808423
-62.200000,-70.804341
-62.100000,-70.800242
-62.000000,-70.796125
-61.900000,-70.791989
-61.800000,-70.787835
-61.700000,-70.783663
-61.600000,-70.779473
-61.500000,-70.775264
-61.400000,-70.771037
-61.300000,-70.766792
-61.200000,-70.762528
-61.100000,-70.758246
-61.000000,-70.753945
-60.900000,-70.749626
-60.800000,-70.745288
-60.700000,-70.740932
-60.600000,-70.736557
-60.500000,-70.732163
-60.400000,-70.727750
-60.300000,-70.723319
-60.200000,-70.718869
-60.100000,-70.714400
-60.000000,-70.709912
-59.900000,-70.705406
-59.800000,-70.700880
-59.700000,-70.696335
-59.600000,-70.691771
-59.500000,-70.687189
-59.400000,-70.682587
-59.300000,-70.677965
-59.200000,-70.673325
-59.100000,-70.668665
-59.000000,-70.663986
-58.900000,-70.659288
-58.800000,-70.654571
-58.700000,-70.649833
-58.600000,-70.645077
-58.500000,-70.640301
-58.400000,-70.635505
-58.300000,-70.630690
-58.200000,-70.625855
-58.100000,-70.621001
-58.000000,-70.616127
-57.900000,-70.611233
-57.800000,-70.606319
-57.700000,-70.601385
-57.600000,-70.596432
-57.500000,-70.591458
-57.400000,-70.586465
-57.300000,-70.581451
-57.200000,-70.576418
-57.100000,-70.571364
-57.000000,-70.566290
-56.900000,-70.561196
-56.800000,-70.556082
-56.700000,-70.550948
-56.600000,-70.545793
-56.500000,-70.540618
-56.400000,-70.535422
-56.300000,-70.530206
-56.200000,-70.524969
-56.100000,-70.519712
-56.000000,-70.514434
-55.900000,-70.509135
-55.800000,-70.503816
-55.700000,-70.498476
-55.600000,-70.493115
-55.500000,-70.487734
-55.400000,-70.482331
-55.300000,-70.476907
-55.200000,-70.471463
-55.100000,-70.465997
-55.000000,-70.460511
-54.900000,-70.455003
-54.800000,-70.449474
-54.700000,-70.443924
-54.600000,-70.438353
-54.500000,-70.432760
-54.400000,-70.427146
-54.300000,-70.421510
-54.200000,-70.415853
-54.100000,-70.410174
-54.000000,-70.404474
-53.900000,-70.398752
-53.800000,-70.393009
-53.700000,-70.387244
-53.600000,-70.381457
-53.500000,-70.375648
-53.400000,-70.369817
-53.300000,-70.363965
-53.200000,-70.358090
-53.100000,-70.352194
