0.000000,-0.420829,-0.106750,-0.985459,-0.987905
0.000003,-0.735943,-0.479121,-0.845423,-0.972044
0.000005,-0.939016,-0.778550,-0.576679,-0.808198
0.000008,-0.999132,-0.959452,-0.220140,-0.521311
0.000010,-0.907140,-0.994286,0.169912,-0.155060
0.000013,-0.677044,-0.877749,0.534098,0.234798
0.000015,-0.343874,-0.627583,0.816971,0.588911
0.000017,0.041648,-0.281873,0.975468,0.853366
0.000020,0.420829,0.106750,0.985459,0.987905
0.000023,0.735943,0.479121,0.845423,0.972044
0.000025,0.939016,0.778550,0.576679,0.808198
0.000028,0.999132,0.959452,0.220140,0.521311
0.000030,0.907140,0.994286,-0.169912,0.155060
0.000032,0.677044,0.877749,-0.534098,-0.234798
0.000035,0.343874,0.627583,-0.816971,-0.588911
0.000037,-0.041648,0.281873,-0.975468,-0.853366
0.000040,-0.420829,-0.106750,-0.985459,-0.987905
0.000043,-0.735943,-0.479121,-0.845423,-0.972044
0.000045,-0.939016,-0.778550,-0.576679,-0.808198
0.000048,-0.999132,-0.959452,-0.220140,-0.521311
0.000050,-0.907140,-0.994286,0.169912,-0.155060
0.000053,-0.677044,-0.877749,0.534098,0.234798
0.000055,-0.343874,-0.627583,0.816971,0.588911
0.000058,0.041648,-0.281873,0.975468,0.853366
0.000060,0.420829,0.106750,0.985459,0.987905
0.000063,0.735943,0.479121,0.845423,0.972044
0.000065,0.939016,0.778550,0.576679,0.808198
0.000068,0.999132,0.959452,0.220140,0.521311
0.000070,0.907140,0.994286,-0.169912,0.155060
0.000073,0.677044,0.877749,-0.534098,-0.234798
0.000075,0.343874,0.627583,-0.816971,-0.588911
0.000077,-0.041648,0.281873,-0.975468,-0.853366
0.000080,-0.420829,-0.106750,-0.985459,-0.987905
0.000082,-0.735943,-0.479121,-0.845423,-0.972044
0.000085,-0.939016,-0.778550,-0.576679,-0.808198
0.000087,-0.999132,-0.959452,-0.220140,-0.521311
0.000090,-0.907140,-0.994286,0.169912,-0.155060
0.000092,-0.677044,-0.877749,0.534098,0.234798
0.000095,-0.343874,-0.627583,0.816971,0.588911
0.000097,0.041648,-0.281873,0.975468,0.853366
0.000100,0.420829,0.106750,0.985459,0.987905
0.000102,0.735943,0.479121,0.845423,0.972044
0.000105,0.939016,0.778550,0.576679,0.808198
0.000107,0.999132,0.959452,0.220140,0.521311
0.000110,0.907140,0.994286,-0.169912,0.155060
0.000112,0.677044,0.877749,-0.534098,-0.234798
0.000115,0.343874,0.627583,-0.816971,-0.588911
0.000117,-0.041648,0.281873,-0.975468,-0.853366
0.000120,-0.420829,-0.106750,-0.985459,-0.987905
0.000122,-0.735943,-0.479121,-0.845423,-0.972044
0.000125,-0.939016,-0.778550,-0.576679,-0.808198
0.000128,-0.999132,-0.959452,-0.220140,-0.521311
0.000130,-0.907140,-0.994286,0.169912,-0.155060
0.000132,-0.677044,-0.877749,0.534098,0.234798
0.000135,-0.343874,-0.627583,0.816971,0.588911
0.000138,0.041648,-0.281873,0.975468,0.853366
0.000140,0.420829,0.106750,0.985459,0.987905
0.000142,0.735943,0.479121,0.845423,0.972044
0.000145,0.939016,0.778550,0.576679,0.808198
0.000148,0.999132,0.959452,0.220140,0.521311
0.000150,0.907140,0.994286,-0.169912,0.155060
0.000152,0.677044,0.877749,-0.534098,-0.234798
0.000155,0.343874,0.627583,-0.816971,-0.588911
0.000158,-0.041648,0.281873,-0.975468,-0.853366
0.000160,-0.420829,-0.106750,-0.985459,-0.987905
0.000162,-0.735943,-0.479121,-0.845423,-0.972044
0.000165,-0.939016,-0.778550,-0.576679,-0.808198
0.000168,-0.999132,-0.959452,-0.220140,-0.521311
0.000170,-0.907140,-0.994286,0.169912,-0.155060
0.000172,-0.677044,-0.877749,0.534098,0.234798
0.000175,-0.343874,-0.627583,0.816971,0.588911
0.000178,0.041648,-0.281873,0.975468,0.853366
0.000180,0.420829,0.106750,0.985459,0.987905
0.000182,0.735943,0.479121,0.845423,0.972044
0.000185,0.939016,0.778550,0.576679,0.808198
0.000188,0.999132,0.959452,0.220140,0.521311
0.000190,0.907140,0.994286,-0.169912,0.155060
0.000192,0.677044,0.877749,-0.534098,-0.234798
0.000195,0.343874,0.627583,-0.816971,-0.588911
0.000198,-0.041648,0.281873,-0.975468,-0.853366
0.000200,-0.420829,-0.106750,-0.985459,-0.987905
0.000202,-0.735943,-0.479121,-0.845423,-0.972044
0.000205,-0.939016,-0.778550,-0.576679,-0.808198
0.000208,-0.999132,-0.959452,-0.220140,-0.521311
0.000210,-0.907140,-0.994286,0.169912,-0.155060
0.000212,-0.677044,-0.877749,0.534098,0.234798
0.000215,-0.343874,-0.627583,0.816971,0.588911
0.000218,0.041648,-0.281873,0.975468,0.853366
0.000220,0.420829,0.106750,0.985459,0.987905
0.000222,0.735943,0.479121,0.845423,0.972044
0.000225,0.939016,0.778550,0.576679,0.808198
0.000228,0.999132,0.959452,0.220140,0.521311
0.000230,0.907140,0.994286,-0.169912,0.155060
0.000233,0.677044,0.877749,-0.534098,-0.234798
0.000235,0.343874,0.627583,-0.816971,-0.588911
0.000237,-0.041648,0.281873,-0.975468,-0.853366
0.000240,-0.420829,-0.106750,-0.985459,-0.987905
0.000243,-0.735943,-0.479121,-0.845423,-0.972044
0.000245,-0.939016,-0.778550,-0.576679,-0.808198
0.000247,-0.999132,-0.959452,-0.220140,-0.521311
0.000250,-0.907140,-0.994286,0.169912,-0.155060
0.000253,-0.677044,-0.877749,0.534098,0.234798
0.000255,-0.343874,-0.627583,0.816971,0.588911
0.000258,0.041648,-0.281873,0.975468,0.853366
0.000260,0.420829,0.106750,0.985459,0.987905
0.000262,0.735943,0.479121,0.845423,0.972044
0.000265,0.939016,0.778550,0.576679,0.808198
0.000267,0.999132,0.959452,0.220140,0.521311
0.000270,0.907140,0.994286,-0.169912,0.155060
0.000273,0.677044,0.877749,-0.534098,-0.234798
0.000275,0.343874,0.627583,-0.816971,-0.588911
0.000278,-0.041648,0.281873,-0.975468,-0.853366
0.000280,-0.420829,-0.106750,-0.985459,-0.987905
0.000282,-0.735943,-0.479121,-0.845423,-0.972044
0.000285,-0.939016,-0.778550,-0.576679,-0.808198
0.000287,-0.999132,-0.959452,-0.220140,-0.521311
0.000290,-0.907140,-0.994286,0.169912,-0.155060
0.000293,-0.677044,-0.877749,0.534098,0.234798
0.000295,-0.343874,-0.627583,0.816971,0.588911
0.000298,0.041648,-0.281873,0.975468,0.853366
0.000300,0.420829,0.106750,0.985459,0.987905
0.000302,0.735943,0.479121,0.845423,0.972044
0.000305,0.939016,0.778550,0.576679,0.808198
0.000307,0.999132,0.959452,0.220140,0.521311
0.000310,0.907140,0.994286,-0.169912,0.155060
0.000313,0.677044,0.877749,-0.534098,-0.234798
0.000315,0.343874,0.627583,-0.816971,-0.588911
0.000318,-0.041648,0.281873,-0.975468,-0.853366
0.000320,-0.420829,-0.106750,-0.985459,-0.987905
0.000322,-0.735943,-0.479121,-0.845423,-0.972044
0.000325,-0.939016,-0.778550,-0.576679,-0.808198
0.000327,-0.999132,-0.959452,-0.220140,-0.521311
0.000330,-0.907140,-0.994286,0.169912,-0.155060
0.000333,-0.677044,-0.877749,0.534098,0.234798
0.000335,-0.343874,-0.627583,0.816971,0.588911
0.000338,0.041648,-0.281873,0.975468,0.853366
0.000340,0.420829,0.106750,0.985459,0.987905
0.000342,0.735943,0.479121,0.845423,0.972044
0.000345,0.939016,0.778550,0.576679,0.808198
0.000347,0.999132,0.959452,0.220140,0.521311
0.000350,0.907140,0.994286,-0.169912,0.155060
0.000353,0.677044,0.877749,-0.534098,-0.234798
0.000355,0.343874,0.627583,-0.816971,-0.588911
0.000358,-0.041648,0.281873,-0.975468,-0.853366
0.000360,-0.420829,-0.106750,-0.985459,-0.987905
0.000362,-0.735943,-0.479121,-0.845423,-0.972044
0.000365,-0.939016,-0.778550,-0.576679,-0.808198
0.000367,-0.999132,-0.959452,-0.220140,-0.521311
0.000370,-0.907140,-0.994286,0.169912,-0.155060
0.000373,-0.677044,-0.877749,0.534098,0.234798
0.000375,-0.343874,-0.627583,0.816971,0.588911
0.000378,0.041648,-0.281873,0.975468,0.853366
0.000380,0.420829,0.106750,0.985459,0.987905
0.000382,0.735943,0.479121,0.845423,0.972044
0.000385,0.939016,0.778550,0.576679,0.808198
0.000387,0.999132,0.959452,0.220140,0.521311
0.000390,0.907140,0.994286,-0.169912,0.155060
0.000392,0.677044,0.877749,-0.534098,-0.234798
0.000395,0.343874,0.627583,-0.816971,-0.588911
0.000398,-0.041648,0.281873,-0.975468,-0.853366
0.000400,-0.420829,-0.106750,-0.985459,-0.987905
0.000403,-0.735943,-0.479121,-0.845423,-0.972044
0.000405,-0.939016,-0.778550,-0.576679,-0.808198
0.000407,-0.999132,-0.959452,-0.220140,-0.521311
0.000410,-0.907140,-0.994286,0.169912,-0.155060
0.000412,-0.677044,-0.877749,0.534098,0.234798
0.000415,-0.343874,-0.627583,0.816971,0.588911
0.000418,0.041648,-0.281873,0.975468,0.853366
0.000420,0.420829,0.106750,0.985459,0.987905
0.000423,0.735943,0.479121,0.845423,0.972044
0.000425,0.939016,0.778550,0.576679,0.808198
0.000427,0.999132,0.959452,0.220140,0.521311
0.000430,0.907140,0.994286,-0.169912,0.155060
0.000432,0.677044,0.877749,-0.534098,-0.234798
0.000435,0.343874,0.627583,-0.816971,-0.588911
0.000438,-0.041648,0.281873,-0.975468,-0.853366
0.000440,-0.420829,-0.106750,-0.985459,-0.987905
0.000443,-0.735943,-0.479121,-0.845423,-0.972044
0.000445,-0.939016,-0.778550,-0.576679,-0.808198
0.000447,-0.999132,-0.959452,-0.220140,-0.521311
0.000450,-0.907140,-0.994286,0.169912,-0.155060
0.000452,-0.677044,-0.877749,0.534098,0.234798
0.000455,-0.343874,-0.627583,0.816971,0.588911
0.000458,0.041648,-0.281873,0.975468,0.853366
0.000460,0.420829,0.106750,0.985459,0.987905
0.000463,0.735943,0.479121,0.845423,0.972044
0.000465,0.939016,0.778550,0.576679,0.808198
0.000467,0.999132,0.959452,0.220140,0.521311
0.000470,0.907140,0.994286,-0.169912,0.155060
0.000472,0.677044,0.877749,-0.534098,-0.234798
0.000475,0.343874,0.627583,-0.816971,-0.588911
0.000478,-0.041648,0.281873,-0.975468,-0.853366
